v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,class,file
52,43,47,51,41,55,36,56,31,55,24,53,17,45,19,45,31,51,36,51,40,50,50,44,17,45,24,45,31,45,35,46,40,45,46,44,52,43,50,44,40,47,36,48,31,47,19,45,1,666
47,50,44,54,40,55,35,56,31,56,25,54,19,50,21,50,32,52,36,53,40,52,45,50,19,50,25,47,32,45,36,46,40,45,44,47,47,50,45,50,39,48,36,48,32,47,21,50,1,667
45,49,40,52,34,53,29,53,24,52,19,51,16,47,17,47,25,49,29,50,34,50,43,49,16,47,20,44,26,44,30,45,35,44,40,46,45,49,43,49,35,47,30,47,26,46,17,47,1,668
48,47,45,53,40,55,36,56,32,56,27,54,22,48,24,48,32,51,36,51,40,51,47,47,22,48,27,45,32,44,36,44,39,43,44,44,48,47,47,47,40,47,36,47,32,47,24,48,1,669
49,43,43,49,37,52,31,52,26,52,20,49,15,42,17,43,26,48,31,49,36,49,47,43,15,42,21,42,26,42,31,43,36,42,42,42,49,43,47,43,36,43,31,44,26,43,17,43,1,670
47,50,44,55,39,57,35,58,30,57,25,55,22,50,24,50,31,52,35,52,39,52,45,50,22,50,26,47,31,46,35,47,39,46,43,47,47,50,45,50,39,49,35,49,31,49,24,50,1,671
44,52,39,56,34,57,29,58,25,58,20,57,16,53,18,54,25,53,29,53,34,53,42,53,16,53,20,51,25,50,29,51,33,49,39,50,44,52,42,53,33,53,29,53,25,53,18,54,1,672
48,50,44,54,40,56,35,56,31,55,24,53,18,49,20,49,31,51,36,51,40,51,46,50,18,49,25,46,32,45,36,46,40,46,44,47,48,50,46,50,40,48,36,48,32,48,20,49,1,673
42,58,36,59,32,60,28,60,25,60,21,60,17,57,19,58,25,56,28,56,32,56,39,58,17,57,22,57,26,56,29,57,33,57,37,57,42,58,39,58,32,59,29,59,26,59,19,58,1,674
43,49,38,53,32,55,28,55,23,54,18,51,14,44,16,45,25,49,29,50,33,51,41,49,14,44,20,42,26,42,30,44,34,43,39,45,43,49,41,49,34,46,30,46,25,45,16,45,1,675
44,43,40,51,35,54,30,55,26,54,19,50,14,42,16,43,26,50,31,51,35,50,42,44,14,42,21,41,27,41,31,42,36,42,40,42,44,43,42,44,36,43,31,44,27,43,16,43,1,676
51,42,44,49,37,52,33,52,28,51,22,48,16,41,18,41,28,48,33,49,37,48,49,42,16,41,22,40,28,41,33,42,37,41,44,41,51,42,49,42,37,43,33,43,28,42,18,41,1,677
48,46,43,54,39,57,34,58,28,57,22,54,16,45,18,46,29,51,34,52,39,51,46,47,16,45,23,44,30,43,34,45,39,44,43,44,48,46,46,47,39,47,34,48,29,47,18,46,1,678
47,47,42,53,37,55,32,56,28,55,22,53,18,48,20,48,28,51,32,52,37,51,46,48,18,48,23,46,28,45,32,46,36,45,42,46,47,47,46,48,36,47,32,47,28,47,20,48,1,679
49,48,45,53,40,55,35,55,30,55,24,52,18,47,20,48,31,52,36,52,40,52,48,49,18,47,25,46,32,45,36,46,41,46,45,47,49,48,48,49,41,48,36,48,31,47,20,48,1,680
47,46,41,52,35,54,30,54,25,54,20,50,15,44,17,45,25,50,30,51,35,50,45,46,15,44,20,44,26,45,30,46,35,45,41,45,47,46,45,46,35,47,30,48,26,47,17,45,1,681
50,48,44,53,38,55,33,55,28,55,23,53,18,48,20,48,28,50,33,50,38,50,48,48,18,48,23,47,29,46,33,48,37,47,44,47,50,48,48,48,38,49,33,50,29,49,20,48,1,682
48,49,42,55,36,56,32,56,27,56,22,54,17,48,19,48,28,50,32,51,36,51,45,50,17,48,23,47,28,46,32,47,36,46,42,48,48,49,45,50,36,49,32,49,28,48,19,48,1,683
44,44,39,52,33,56,28,56,23,56,17,51,12,43,14,44,24,52,28,53,33,52,42,45,12,43,18,42,25,43,29,44,34,43,39,43,44,44,42,45,34,45,29,46,24,45,14,44,1,684
49,49,43,56,36,59,31,59,27,58,21,56,16,48,18,49,27,53,31,53,36,53,46,49,16,48,21,46,27,46,31,47,36,46,43,47,49,49,46,49,36,49,31,49,27,49,18,49,1,685
51,44,46,50,40,52,35,53,30,52,23,50,16,45,18,45,30,49,35,49,40,48,49,45,16,45,23,42,30,41,35,42,40,40,46,41,51,44,49,45,40,43,35,44,30,43,18,45,1,686
41,39,37,47,32,51,27,52,24,52,19,48,15,41,17,42,24,48,27,48,31,47,39,41,15,41,19,41,24,42,27,42,31,41,36,40,41,39,39,41,31,43,27,44,24,44,17,42,1,687
37,46,35,48,32,50,29,51,26,51,21,51,15,48,17,48,26,48,30,47,32,46,35,47,15,48,21,48,27,48,30,48,33,47,35,47,37,46,35,47,33,49,30,50,27,50,17,48,1,688
48,45,43,53,37,56,32,56,27,55,20,52,15,43,17,44,28,51,32,51,37,51,46,46,15,43,21,42,28,41,33,43,37,42,43,43,48,45,46,46,37,44,33,45,28,44,17,44,1,689
46,52,41,55,36,56,32,56,28,55,22,53,17,48,19,49,29,51,33,52,37,52,44,52,17,48,24,46,31,46,34,47,38,47,42,49,46,52,44,52,38,50,34,50,30,49,19,49,1,690
50,46,46,52,40,55,36,56,31,56,25,53,19,47,21,48,31,51,35,51,40,51,48,46,19,47,24,44,30,43,35,44,39,43,45,43,50,46,48,46,39,45,35,46,31,46,21,48,1,691
43,50,37,54,31,55,26,56,22,55,18,54,14,50,16,50,22,50,26,51,31,51,41,50,14,50,18,48,22,48,26,49,30,48,36,49,43,50,41,50,30,50,26,51,22,50,16,50,1,692
43,46,37,54,29,57,24,57,19,56,14,52,10,44,12,45,19,52,24,54,29,53,41,46,10,44,14,43,19,43,24,44,29,43,36,44,43,46,41,46,29,46,24,46,19,45,12,45,1,693
46,48,41,53,36,54,31,55,27,54,21,52,15,47,17,48,28,50,32,50,36,50,44,48,15,47,22,46,28,45,32,46,36,45,41,46,46,48,44,48,36,48,32,48,28,48,17,48,1,694
45,48,40,55,34,58,29,58,25,57,21,54,18,46,20,47,26,52,29,53,34,53,43,48,18,46,22,45,26,44,29,45,33,45,40,46,45,48,43,48,33,48,29,48,26,47,20,47,1,695
43,50,37,55,31,57,26,57,21,56,16,54,11,49,13,49,22,52,26,52,31,52,41,50,11,49,17,48,22,47,26,48,31,47,37,48,43,50,41,50,31,50,26,50,22,50,13,49,1,696
48,46,43,49,38,50,34,50,30,49,23,48,17,43,19,44,30,45,34,46,38,46,46,46,17,43,24,41,31,41,35,42,39,42,43,43,48,46,46,46,38,46,35,45,31,45,19,44,1,697
46,45,41,51,36,53,31,52,26,52,21,49,16,42,18,42,27,48,31,49,36,49,44,45,16,42,22,40,28,40,32,41,36,41,41,42,46,45,44,45,36,43,32,43,27,42,18,42,1,698
49,47,43,52,38,54,34,54,30,54,24,53,20,48,21,48,30,50,34,50,38,50,47,47,20,48,24,45,30,44,33,45,37,43,43,45,49,47,47,47,37,47,33,47,30,47,21,48,1,699
49,45,42,51,35,52,30,52,26,51,22,46,18,39,20,40,27,46,31,48,35,48,47,45,18,39,23,40,28,41,32,43,36,43,42,44,49,45,47,45,36,45,32,45,28,43,20,40,1,700
46,48,41,51,35,54,30,54,26,54,21,52,17,48,19,48,26,49,30,50,35,49,44,48,17,48,21,46,27,45,30,46,35,45,41,46,46,48,44,48,35,48,30,49,27,48,19,48,1,701
54,48,49,55,43,58,38,59,32,59,25,56,19,49,21,50,32,52,38,52,43,52,52,48,19,49,25,47,32,46,37,46,42,45,48,46,54,48,52,48,42,49,37,50,33,49,21,50,1,702
48,48,44,56,38,59,34,59,29,58,23,55,18,47,19,47,30,54,34,55,38,55,47,49,18,47,24,44,31,44,35,45,38,44,44,45,48,48,47,49,38,46,34,46,30,46,19,47,1,703
47,45,42,51,36,54,32,54,27,54,22,51,16,45,18,45,28,51,32,51,36,50,45,45,16,45,22,41,28,40,32,41,36,40,41,41,47,45,45,45,36,43,32,43,28,43,18,45,1,704
47,48,42,53,36,55,32,55,28,55,25,54,22,49,24,49,28,50,32,50,35,50,45,48,22,49,24,44,28,42,31,43,35,42,41,44,47,48,45,48,35,45,31,45,28,45,24,49,1,705
47,50,43,53,37,54,32,55,28,55,22,54,16,51,18,51,28,50,32,50,37,50,45,50,16,51,22,46,28,44,32,45,37,44,42,46,47,50,45,50,37,47,32,48,28,48,18,51,1,706
49,50,43,57,36,60,31,60,26,59,20,55,16,47,18,48,26,53,31,54,36,55,47,50,16,47,21,45,27,45,32,46,36,46,43,47,49,50,47,50,36,49,31,49,27,48,18,48,1,707
50,46,45,51,40,53,36,53,32,53,26,51,19,47,21,48,32,48,36,49,40,48,48,47,19,47,26,45,32,44,36,45,39,44,45,45,50,46,48,47,40,47,36,48,32,47,21,48,1,708
51,46,45,50,39,51,34,51,30,51,24,51,18,47,20,47,30,47,34,47,38,47,49,46,18,47,24,45,30,44,34,45,38,44,44,45,51,46,49,46,38,47,34,47,30,47,20,47,1,709
48,50,46,54,42,55,38,56,33,55,26,53,20,50,22,49,33,51,38,52,42,51,46,50,20,50,27,46,34,44,38,45,42,45,46,46,48,50,46,50,42,48,38,48,33,47,22,49,1,710
43,50,39,54,34,57,29,57,25,57,20,54,16,48,18,49,26,52,30,52,34,52,41,50,16,48,21,46,27,44,30,45,34,45,39,46,43,50,41,50,34,47,30,47,26,47,18,49,1,711
44,42,42,48,37,51,33,52,29,52,21,51,15,44,17,45,29,49,33,49,37,48,43,43,15,44,22,42,29,41,34,42,38,41,42,41,44,42,43,43,38,43,34,44,29,44,17,45,1,712
46,48,41,54,35,56,30,57,26,57,22,55,18,49,19,49,26,53,30,53,35,53,45,49,18,49,21,48,26,47,30,48,34,47,40,47,46,48,45,49,35,49,30,50,26,50,19,49,1,713
46,51,40,54,34,55,30,55,26,54,21,53,17,49,19,49,26,50,30,51,34,51,44,51,17,49,22,48,27,47,30,48,34,48,40,49,46,51,44,51,34,50,30,51,26,50,19,49,1,714
46,48,40,53,34,55,28,55,23,54,18,52,13,46,15,47,24,51,28,52,34,52,44,49,13,46,19,45,24,46,28,47,34,46,40,47,46,48,44,49,34,48,28,48,24,48,15,47,1,715
45,47,41,52,36,53,33,53,30,53,25,51,22,46,24,46,30,51,33,51,36,51,44,47,22,46,25,40,30,38,33,38,36,38,41,41,45,47,44,47,36,40,33,40,30,40,24,46,1,716
44,49,38,54,32,56,28,56,24,55,19,51,14,46,16,47,25,51,29,52,33,52,42,50,14,46,20,46,25,46,29,48,33,47,38,48,44,49,42,50,33,50,29,50,25,49,16,47,1,717
48,45,41,52,34,54,29,55,24,54,19,52,14,45,16,46,24,51,29,51,33,51,47,46,14,45,19,44,24,43,28,44,33,44,40,44,48,45,47,46,33,46,28,46,24,45,16,46,1,718
46,50,39,55,33,56,29,55,24,54,20,52,16,46,18,47,25,51,29,52,33,52,44,50,16,46,21,44,26,44,30,45,34,45,40,47,46,50,44,50,34,47,30,47,26,46,18,47,1,719
48,44,43,53,37,57,32,57,27,57,20,53,15,45,17,45,27,52,31,53,36,52,46,45,15,45,21,41,27,40,31,41,36,40,42,41,48,44,46,45,36,42,32,43,27,42,17,45,1,720
51,47,45,52,38,54,33,54,29,54,25,52,20,47,22,48,29,49,33,49,37,49,49,47,20,47,24,46,28,45,32,46,36,45,43,46,51,47,49,47,36,48,32,48,28,48,22,48,1,721
44,49,39,55,33,57,29,57,26,56,24,52,23,46,25,47,26,50,29,52,32,52,42,49,23,46,23,44,25,45,28,46,32,45,38,46,44,49,42,49,32,48,29,48,26,47,25,47,1,722
48,49,43,55,37,57,32,58,28,57,22,55,18,49,20,49,28,51,32,52,37,51,46,49,18,49,23,45,28,44,32,45,36,44,42,46,48,49,46,49,36,48,32,49,28,48,20,49,1,723
47,48,43,53,39,56,34,57,30,57,24,55,18,49,20,49,30,53,34,53,38,52,45,48,18,49,24,46,29,45,34,46,38,45,43,45,47,48,45,48,38,47,34,48,29,47,20,49,1,724
49,47,43,53,38,55,34,56,29,55,23,52,17,45,19,45,29,49,34,50,38,50,46,47,17,45,24,44,30,44,34,45,38,44,43,45,49,47,46,47,38,47,34,47,30,47,19,45,1,725
47,49,42,54,37,56,33,56,29,55,23,53,18,47,19,48,29,51,33,51,37,51,45,50,18,47,24,46,30,45,34,46,38,46,43,47,47,49,45,50,38,49,34,49,30,48,19,48,1,726
45,47,39,51,33,53,29,53,25,52,21,50,18,46,20,46,25,47,29,47,32,47,43,47,18,46,21,43,25,41,29,42,32,41,38,43,45,47,43,47,33,45,29,45,25,45,20,46,1,727
45,47,39,52,32,54,28,54,24,53,19,51,16,44,18,45,24,50,29,51,33,51,44,47,16,44,20,43,25,43,29,44,33,43,39,44,45,47,44,47,33,45,29,45,25,44,18,45,1,728
45,43,40,51,35,54,30,55,26,54,20,51,14,43,16,43,26,51,30,51,35,50,43,44,14,43,21,43,27,44,31,44,35,44,40,43,45,43,43,44,35,45,31,46,27,45,16,43,1,729
47,49,42,54,37,56,31,56,26,55,19,53,13,47,16,47,27,50,32,50,37,50,45,50,13,47,21,46,28,45,33,47,38,46,43,47,47,49,45,50,37,49,33,49,27,48,16,47,1,730
44,45,40,51,34,53,29,54,24,54,18,52,13,46,15,47,24,50,29,50,34,49,42,46,13,46,19,46,24,46,29,47,34,46,39,45,44,45,42,46,34,48,29,48,24,48,15,47,1,731
41,51,36,58,29,60,25,60,21,59,17,56,15,49,16,49,21,54,24,55,29,55,39,50,15,49,17,44,21,42,24,43,28,42,35,45,41,51,39,50,28,45,24,45,21,45,16,49,1,732
47,50,42,55,37,57,33,57,28,56,21,54,16,48,18,48,28,52,33,52,37,52,45,51,16,48,23,46,30,45,34,46,38,46,43,47,47,50,45,51,38,49,34,49,29,48,18,48,1,733
49,48,42,52,35,53,31,53,26,53,20,50,16,45,18,46,26,49,31,49,36,50,47,48,16,45,21,45,27,45,31,47,36,46,42,47,49,48,47,48,36,48,31,49,26,48,18,46,1,734
46,50,39,56,32,58,28,58,24,57,20,55,17,49,19,50,24,51,27,51,32,51,43,50,17,49,20,47,24,46,27,47,31,47,38,48,46,50,43,50,32,50,27,50,24,50,19,50,1,735
44,48,39,51,34,52,29,52,25,52,20,52,16,50,18,49,25,49,29,49,33,48,42,48,16,50,20,45,25,43,29,44,33,43,39,45,44,48,42,48,33,45,29,46,25,46,18,49,1,736
49,48,43,55,37,58,32,59,26,58,19,55,14,49,16,49,26,54,32,54,37,54,46,48,14,49,20,45,26,44,31,45,36,44,43,45,49,48,46,48,36,47,31,47,26,47,16,49,1,737
41,53,36,56,31,57,27,58,24,57,21,56,19,54,20,53,24,53,27,53,31,53,39,53,19,54,20,50,24,48,27,49,30,48,35,50,41,53,39,53,30,52,27,52,24,52,20,53,1,738
49,45,43,52,36,56,31,57,26,56,20,54,15,47,17,47,26,52,31,52,36,51,47,46,15,47,20,45,26,44,30,45,35,43,42,44,49,45,47,46,36,46,30,47,26,47,17,47,1,739
49,48,43,55,36,57,31,57,26,56,20,52,16,45,18,45,26,51,31,52,36,52,47,48,16,45,21,42,27,42,32,43,36,43,43,44,49,48,47,48,36,46,31,46,27,45,18,45,1,740
50,49,44,55,37,57,33,57,29,56,24,53,19,47,21,48,29,52,33,53,37,53,49,49,19,47,24,46,29,45,33,46,37,46,44,47,50,49,49,49,37,48,33,48,29,47,21,48,1,741
45,47,39,52,33,54,28,54,24,54,21,51,18,47,20,47,24,50,28,51,33,51,43,47,18,47,20,44,23,43,27,44,31,43,38,44,45,47,43,47,32,46,27,46,23,46,20,47,1,742
45,50,40,54,36,55,32,55,28,54,23,53,18,49,20,50,29,50,32,51,36,51,43,51,18,49,24,47,29,46,33,47,36,46,41,48,45,50,43,51,36,49,33,49,29,49,20,50,1,743
49,47,43,56,35,60,29,60,24,59,17,54,12,42,14,44,25,52,30,53,36,53,47,48,12,42,19,41,26,42,31,44,36,43,43,44,49,47,47,48,36,46,31,46,26,45,14,44,1,744
48,48,43,54,36,56,31,57,26,57,20,54,15,49,17,49,26,53,31,53,36,53,46,48,15,49,20,45,27,44,31,45,36,44,42,45,48,48,46,48,36,46,31,47,27,46,17,49,1,745
53,44,46,51,39,54,35,55,30,54,25,50,19,43,22,44,30,49,35,50,39,50,51,44,19,43,25,42,30,42,35,43,39,42,46,42,53,44,51,44,39,44,35,45,30,44,22,44,1,746
47,47,42,53,35,55,30,55,25,55,19,53,15,48,17,48,25,51,30,51,35,51,45,48,15,48,20,46,25,46,30,47,35,46,41,46,47,47,45,48,35,48,30,49,25,48,17,48,1,747
51,47,45,53,39,56,34,57,28,56,21,53,14,47,17,47,28,52,34,52,39,52,49,47,14,47,22,45,29,45,34,45,39,44,45,45,51,47,49,47,39,48,34,48,28,48,17,47,1,748
47,48,44,57,39,61,35,62,30,61,25,58,21,50,22,50,30,57,34,57,38,57,46,48,21,50,24,45,29,43,34,44,37,42,43,44,47,48,46,48,38,45,34,45,30,45,22,50,1,749
47,43,42,49,37,51,33,52,29,52,25,49,20,45,22,45,30,47,33,48,37,47,45,44,20,45,25,43,29,42,33,43,36,42,42,42,47,43,45,44,36,44,33,45,29,45,22,45,1,750
40,49,35,54,30,56,26,56,22,55,17,52,13,47,15,47,23,52,26,53,30,53,38,50,13,47,18,45,24,45,27,46,31,46,36,47,40,49,38,50,31,48,27,48,23,47,15,47,1,751
46,48,42,54,36,56,31,57,27,57,21,55,17,49,19,49,27,51,31,51,36,51,44,48,17,49,21,45,27,43,31,44,35,43,41,45,46,48,44,48,35,47,31,47,27,47,19,49,1,752
41,48,34,53,28,55,22,55,18,54,13,51,9,45,12,45,19,49,23,50,28,50,39,48,9,45,14,44,20,44,24,46,28,45,35,46,41,48,39,48,28,48,23,48,19,47,12,45,1,753
44,47,36,53,28,55,23,55,19,53,15,49,13,41,15,43,20,49,24,50,28,51,42,47,13,41,17,42,21,42,25,44,29,44,36,45,44,47,42,47,29,47,24,46,21,45,15,43,1,754
47,53,42,57,35,58,30,58,25,57,19,55,15,50,17,50,26,52,31,53,36,53,45,53,15,50,21,48,27,47,32,48,36,48,42,49,47,53,45,53,36,51,31,51,26,50,17,50,1,755
47,46,41,53,36,56,31,56,27,55,21,51,16,43,18,45,27,49,32,50,36,50,45,46,16,43,22,44,28,45,32,46,36,45,41,46,47,46,45,46,36,48,32,48,28,47,18,45,1,756
49,47,45,53,41,55,37,55,32,55,27,53,21,48,23,48,32,50,36,51,40,50,47,47,21,48,27,45,32,44,36,45,40,44,45,45,49,47,47,47,40,47,36,47,32,47,23,48,1,757
50,48,44,53,38,55,33,55,29,54,24,51,19,46,21,46,29,50,33,51,38,51,48,48,19,46,24,45,29,46,33,47,37,46,44,46,50,48,48,48,37,48,33,49,29,48,21,46,1,758
49,46,44,52,38,54,33,55,29,54,22,51,17,43,19,44,29,50,34,50,38,50,47,46,17,43,23,41,30,41,34,42,38,42,44,43,49,46,47,46,38,44,34,45,30,44,19,44,1,759
43,48,41,53,37,55,32,56,28,56,22,55,17,50,19,49,29,53,32,53,37,52,42,48,17,50,23,44,29,42,33,42,37,42,41,43,43,48,42,48,37,44,33,44,29,44,19,49,1,760
45,50,39,54,33,55,27,55,22,54,17,51,13,46,15,46,23,50,28,51,33,51,43,50,13,46,19,44,24,45,29,46,34,46,40,47,45,50,43,50,34,48,28,48,24,47,15,46,1,761
44,47,39,52,34,54,30,55,27,54,21,50,17,43,18,43,27,50,31,51,35,51,42,47,17,43,23,42,28,42,32,43,35,43,40,44,44,47,42,47,35,45,32,45,28,44,18,43,1,762
47,48,42,54,36,56,30,56,26,55,19,53,15,47,16,47,26,51,31,52,36,52,46,48,15,47,20,43,27,42,31,43,36,42,43,44,47,48,46,48,36,45,31,46,27,45,16,47,1,763
50,43,45,49,39,53,35,54,30,54,24,50,18,44,20,45,30,49,34,50,39,49,48,44,18,44,24,45,30,46,34,47,38,45,44,44,50,43,48,44,38,48,34,48,30,48,20,45,1,764
50,45,44,54,38,57,32,58,27,58,21,55,15,47,17,48,27,53,32,53,37,52,48,46,15,47,20,46,26,45,31,46,36,45,43,45,50,45,48,46,36,48,31,49,27,49,17,48,1,765
48,43,43,47,39,49,35,49,31,48,25,47,19,41,21,41,31,45,35,45,39,45,46,43,19,41,26,38,32,36,36,37,39,36,44,38,48,43,46,43,39,40,35,40,32,40,21,41,1,766
51,44,46,52,39,55,34,56,29,55,22,52,16,45,18,45,29,50,34,51,39,50,49,44,16,45,22,42,29,41,33,42,38,41,45,42,51,44,49,44,38,44,34,45,29,45,18,45,1,767
47,50,41,55,35,56,30,56,25,55,20,53,16,48,18,48,25,50,30,51,35,51,45,51,16,48,21,47,26,47,30,48,35,47,41,49,47,50,45,51,35,51,30,51,26,50,18,48,1,768
47,44,42,51,37,53,33,54,29,53,22,50,15,43,17,44,29,50,33,50,38,50,45,45,15,43,23,43,30,43,34,45,38,44,42,44,47,44,45,45,38,46,34,46,29,45,17,44,1,769
48,48,42,51,36,52,32,52,27,52,21,50,15,46,17,46,27,50,32,50,36,50,47,48,15,46,22,44,28,43,32,44,37,44,43,45,48,48,47,48,37,46,32,46,28,45,17,46,1,770
46,46,40,53,35,56,30,57,26,56,20,52,15,43,17,43,27,51,31,52,35,52,45,46,15,43,21,42,28,43,32,44,36,43,41,44,46,46,45,46,35,45,32,45,27,44,17,43,1,771
50,49,45,56,38,58,33,58,28,58,21,54,16,46,19,47,29,52,33,53,38,53,48,49,16,46,23,42,30,41,34,43,39,42,45,44,50,49,48,49,38,46,34,46,29,45,19,47,1,772
49,48,43,54,36,57,31,57,26,56,21,52,18,44,20,45,27,51,31,52,36,52,47,48,18,44,22,44,27,44,31,46,36,45,43,46,49,48,47,48,36,48,31,48,27,47,20,45,1,773
46,46,41,52,36,54,33,53,29,53,23,50,18,44,21,44,30,48,33,48,36,49,44,47,18,44,25,41,31,40,34,41,37,40,42,43,46,46,44,47,37,44,34,44,30,43,21,44,1,774
48,46,43,53,37,56,32,57,28,57,21,54,16,47,18,47,28,52,32,52,37,52,46,47,16,47,22,46,28,45,32,46,36,45,42,45,48,46,46,47,36,48,32,48,28,48,18,47,1,775
53,44,48,53,43,56,37,57,32,57,24,54,17,47,19,47,32,52,37,51,42,51,50,45,17,47,24,44,32,43,37,43,42,42,48,43,53,44,50,45,42,46,37,46,32,46,19,47,1,776
49,47,46,52,41,53,38,53,33,52,27,50,20,44,22,44,34,49,38,49,42,49,47,47,20,44,28,42,35,41,39,42,43,42,46,44,49,47,47,47,42,45,39,45,35,44,22,44,1,777
48,46,44,51,40,54,36,55,32,54,28,52,23,47,25,48,32,50,36,51,39,50,46,46,23,47,27,46,32,45,35,45,38,44,43,44,48,46,46,46,39,46,35,47,32,47,25,48,1,778
44,51,38,56,33,57,30,58,26,57,23,55,21,50,22,50,27,52,30,53,33,53,42,51,21,50,24,49,27,48,30,49,33,48,38,49,44,51,42,51,33,51,30,51,27,50,22,50,1,779
49,43,45,50,39,53,35,54,30,54,24,52,19,47,21,47,30,49,34,49,38,49,48,44,19,47,24,44,29,42,33,43,37,42,43,42,49,43,48,44,37,45,33,45,29,45,21,47,1,780
48,43,42,51,36,55,31,55,25,55,19,51,14,43,16,43,25,50,31,51,36,51,47,44,14,43,19,41,25,42,30,43,35,42,42,42,48,43,47,44,35,43,30,44,25,43,16,43,1,781
42,50,34,54,26,55,21,54,17,53,14,49,13,43,14,44,19,49,23,51,27,51,40,50,13,43,16,42,20,43,24,45,28,45,35,47,42,50,40,50,28,47,23,47,19,45,14,44,1,782
46,46,40,53,34,56,29,56,25,55,19,51,14,43,16,44,25,51,30,52,34,52,44,47,14,43,20,44,26,45,30,46,35,46,40,46,46,46,44,47,34,47,30,48,26,47,16,44,1,783
44,39,39,44,35,46,32,46,29,46,27,43,24,39,26,40,29,42,32,43,35,42,42,40,24,39,26,39,29,38,32,39,34,38,39,39,44,39,42,40,35,40,32,41,29,40,26,40,1,784
47,44,40,52,33,56,29,55,24,54,20,49,15,39,17,40,25,49,29,51,34,51,45,44,15,39,21,41,26,42,30,44,34,44,41,44,47,44,45,44,34,46,30,46,26,44,17,40,1,785
45,47,38,54,31,55,26,55,21,54,16,50,12,42,14,42,22,48,27,49,32,50,43,47,12,42,18,38,24,38,29,39,34,39,39,42,45,47,43,47,33,43,28,42,23,41,14,42,1,786
52,48,46,56,40,58,35,59,30,58,24,55,19,47,20,48,30,54,35,55,40,55,50,48,19,47,24,45,30,45,35,46,40,45,46,46,52,48,50,48,40,47,35,47,30,47,20,48,1,787
49,50,46,53,41,54,37,54,32,54,26,53,20,49,22,49,32,50,37,50,41,50,47,50,20,49,27,46,33,45,37,46,42,45,46,46,49,50,47,50,42,47,37,48,33,47,22,49,1,788
47,42,43,48,38,51,33,52,29,52,22,49,16,43,18,43,29,47,33,48,37,47,45,42,16,43,23,40,29,39,33,40,37,39,43,40,47,42,45,42,37,41,33,42,29,41,18,43,1,789
47,48,40,54,33,56,27,56,23,56,16,53,12,47,14,47,23,50,28,51,33,51,44,48,12,47,17,42,24,40,28,41,33,40,41,43,47,48,44,48,33,45,28,45,24,44,14,47,1,790
48,44,42,52,35,55,29,55,24,55,18,52,13,44,15,45,24,50,29,51,35,50,45,45,13,44,19,44,24,44,29,45,34,44,41,44,48,44,45,45,34,46,29,47,24,46,15,45,1,791
53,42,47,50,41,54,36,55,31,55,23,52,17,43,18,44,31,52,36,52,41,51,51,43,17,43,24,45,31,46,36,47,40,46,46,44,53,42,51,43,41,47,36,48,31,47,18,44,1,792
49,45,43,51,38,54,33,54,28,54,22,51,17,44,18,44,28,50,33,51,38,50,47,45,17,44,22,43,29,43,33,44,38,43,43,44,49,45,47,45,38,45,33,46,29,45,18,44,1,793
46,45,41,50,35,52,31,52,27,51,21,49,16,42,18,43,27,48,31,48,35,48,44,45,16,42,22,40,28,39,32,40,36,40,41,41,46,45,44,45,36,42,32,42,28,41,18,43,1,794
44,43,39,51,34,54,31,55,27,53,22,49,19,41,20,42,28,50,31,51,35,51,43,44,19,41,24,41,29,42,32,44,35,43,40,43,44,43,43,44,35,44,32,44,28,43,20,42,1,795
47,41,42,49,37,53,32,54,27,53,21,49,16,40,17,41,28,48,32,49,37,48,45,42,16,40,22,40,29,41,33,42,37,41,42,41,47,41,45,42,37,44,33,44,28,43,17,41,1,796
53,45,47,54,40,57,35,58,29,57,22,55,16,47,18,48,29,52,34,53,39,52,51,46,16,47,22,46,29,46,34,46,39,45,46,45,53,45,51,46,39,48,34,49,29,48,18,48,1,797
41,53,37,57,33,57,30,57,26,56,21,55,16,50,18,50,27,53,31,54,34,54,39,53,16,50,23,48,29,47,32,49,36,48,39,51,41,53,39,53,35,51,32,51,28,50,18,50,1,798
49,47,44,53,39,55,35,56,31,56,25,55,19,49,21,50,31,52,35,52,39,52,47,48,19,49,25,48,31,48,35,48,38,47,43,47,49,47,47,48,38,49,35,49,31,49,21,50,1,799
46,45,41,53,35,55,31,56,27,55,21,52,16,45,18,45,27,52,31,53,35,52,44,46,16,45,22,44,28,44,32,45,36,44,41,44,46,45,44,46,36,45,32,46,28,45,18,45,1,800
52,47,47,55,39,58,33,59,28,59,21,56,15,48,17,49,28,54,33,54,38,53,50,48,15,48,21,46,27,45,32,46,38,45,45,45,52,47,50,48,38,48,32,49,28,49,17,49,1,801
44,48,38,54,31,56,26,56,21,55,16,51,11,43,13,44,22,51,27,52,32,52,43,48,11,43,17,42,23,42,28,43,32,43,39,45,44,48,43,48,32,46,28,46,23,45,13,44,1,802
48,43,42,46,36,47,31,47,27,46,22,44,16,40,18,40,28,42,32,43,36,43,46,43,16,40,23,37,29,36,33,37,37,37,42,39,48,43,46,43,36,40,32,40,28,39,18,40,1,803
