v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,class,file
42,50,36,56,30,58,25,57,21,56,16,52,13,45,15,45,21,52,26,53,31,54,41,50,13,45,18,43,23,43,27,45,31,45,37,47,42,50,41,50,31,47,26,46,22,45,15,45,1,504
40,49,35,54,29,57,25,57,22,57,17,55,14,49,16,50,22,52,25,52,28,52,38,49,14,49,17,47,21,46,24,47,28,46,34,47,40,49,38,49,28,49,25,49,22,49,16,50,1,505
49,43,43,47,38,49,34,50,30,49,24,48,18,43,20,43,30,46,34,47,38,46,47,43,18,43,25,41,31,40,34,41,38,40,43,41,49,43,47,43,38,42,34,43,31,42,20,43,1,506
48,48,41,55,35,58,31,58,27,58,22,55,17,49,19,49,27,54,31,55,34,54,46,49,17,49,21,47,26,46,30,47,34,46,40,46,48,48,46,49,34,48,30,48,26,48,19,49,1,507
46,43,40,51,33,55,29,55,24,54,19,50,15,43,17,44,25,49,29,50,33,50,44,44,15,43,20,43,25,43,29,45,33,44,40,44,46,43,44,44,33,46,29,47,25,46,17,44,1,508
47,49,42,54,36,57,32,57,27,57,23,55,19,49,21,50,27,52,31,52,35,52,45,49,19,49,22,47,27,45,31,46,34,45,41,46,47,49,45,49,35,47,31,48,27,47,21,50,1,509
48,48,44,54,38,56,34,56,29,55,22,52,16,45,18,46,30,51,34,52,39,51,46,48,16,45,24,44,31,43,35,45,39,44,44,45,48,48,46,48,39,47,35,47,30,46,18,46,1,510
48,46,43,51,38,53,33,54,29,54,24,53,18,48,21,48,29,50,33,50,37,49,46,46,18,48,24,48,29,47,33,48,37,47,42,46,48,46,46,46,37,48,33,49,29,49,21,48,1,511
49,46,43,51,37,54,32,54,27,54,22,51,17,46,19,46,28,49,32,50,37,49,47,47,17,46,22,45,28,45,32,46,37,45,43,45,49,46,47,47,37,48,33,49,28,48,19,46,1,512
46,47,41,54,36,57,31,57,27,56,20,52,15,44,17,45,27,52,32,52,36,52,45,47,15,44,22,42,29,41,33,43,37,42,42,44,46,47,45,47,36,45,32,45,28,44,17,45,1,513
47,41,43,47,37,50,32,51,28,51,21,49,15,44,16,45,27,47,32,47,37,46,45,42,15,44,21,43,27,43,32,43,36,42,42,41,47,41,45,42,37,45,32,46,27,46,16,45,1,514
47,47,43,51,38,53,33,54,29,54,24,54,19,51,21,51,28,50,32,50,37,49,45,47,19,51,23,48,28,46,31,46,36,45,42,45,47,47,45,47,36,48,32,49,28,49,21,51,1,515
49,50,44,55,39,56,35,56,30,56,23,54,16,48,18,49,31,51,35,51,39,51,47,50,16,48,24,44,32,43,36,44,40,43,45,45,49,50,47,50,40,48,36,47,31,47,18,49,1,516
49,48,43,54,36,56,30,57,24,57,17,54,12,48,14,48,24,52,30,53,36,52,47,48,12,48,17,45,24,43,30,44,36,43,43,45,49,48,47,48,36,46,30,47,24,46,14,48,1,517
50,46,45,52,40,54,35,55,31,54,24,52,18,47,20,48,31,49,35,50,40,49,47,47,18,47,25,46,31,45,36,46,40,45,45,45,50,46,47,47,40,48,35,48,31,48,20,48,1,518
48,42,42,50,35,53,31,53,27,52,23,48,21,40,22,41,27,47,31,48,35,48,46,43,21,40,23,39,27,39,31,41,35,40,41,41,48,42,46,43,35,42,30,42,27,42,22,41,1,519
50,48,44,52,37,53,33,53,28,52,21,50,14,43,16,43,29,49,33,50,38,50,48,47,14,43,22,40,30,39,35,40,39,40,45,43,50,48,48,47,38,43,34,43,30,42,16,43,1,520
52,48,45,57,37,59,32,60,28,59,23,55,20,47,22,47,28,54,32,55,37,55,50,48,20,47,23,44,27,43,31,44,36,43,44,44,52,48,50,48,36,46,32,46,28,46,22,47,1,521
44,52,39,55,34,56,30,56,26,55,20,53,14,49,16,49,27,52,31,52,34,52,42,52,14,49,21,48,27,48,31,49,35,49,39,50,44,52,42,52,35,51,31,51,27,50,16,49,1,522
47,48,41,50,35,50,31,49,27,48,24,47,20,46,22,46,28,45,31,46,35,46,45,48,20,46,24,46,28,46,31,48,35,47,41,48,47,48,45,48,35,49,31,49,27,48,22,46,1,523
47,47,41,52,36,54,32,54,28,54,23,51,18,45,20,46,28,49,32,50,36,50,45,47,18,45,23,45,28,45,32,46,36,45,41,45,47,47,45,47,36,47,32,47,28,47,20,46,1,524
48,47,44,53,38,56,32,57,28,56,22,54,17,48,19,48,28,52,32,53,37,52,46,47,17,48,22,47,27,47,31,48,36,46,42,46,48,47,46,47,37,49,32,50,28,49,19,48,1,525
52,50,46,56,39,58,35,58,30,58,24,57,19,51,21,51,30,51,34,52,39,51,50,50,19,51,24,48,30,46,34,47,38,46,45,47,52,50,50,50,39,50,34,51,30,50,21,51,1,526
51,44,44,52,36,55,31,56,26,55,20,51,15,44,17,44,26,50,31,51,36,50,49,45,15,44,20,43,26,42,31,43,36,42,43,43,51,44,49,45,36,45,31,45,26,45,17,44,1,527
47,44,42,50,36,53,31,53,27,52,22,49,18,43,20,44,27,48,31,49,36,49,46,45,18,43,22,42,27,41,31,42,35,42,41,42,47,44,46,45,35,44,31,44,27,43,20,44,1,528
49,50,42,55,35,57,29,57,23,56,18,53,14,48,16,48,24,51,29,52,35,52,47,50,14,48,19,46,24,45,29,47,35,46,42,47,49,50,47,50,35,48,29,49,24,48,16,48,1,529
50,48,45,55,39,58,33,59,28,58,21,55,16,48,18,48,28,54,33,54,39,54,48,48,16,48,22,46,28,45,33,46,39,46,44,46,50,48,48,48,38,48,33,49,28,48,18,48,1,530
51,47,43,55,35,58,29,57,24,56,17,51,12,41,14,42,24,51,30,53,35,53,50,47,12,41,19,42,25,44,30,45,36,45,44,46,51,47,50,47,36,48,30,48,25,46,14,42,1,531
45,49,40,52,36,54,32,54,28,54,24,53,18,49,20,50,28,52,32,52,36,51,43,49,18,49,24,49,28,48,32,49,35,48,40,48,45,49,43,49,36,49,32,50,28,50,20,50,1,532
39,49,34,54,29,56,25,56,22,55,18,53,15,46,16,47,23,51,26,51,29,51,37,49,15,46,19,44,23,43,26,44,30,43,34,45,39,49,37,49,29,46,26,46,23,45,16,47,1,533
48,52,44,57,39,59,34,59,29,58,23,55,18,49,20,49,30,53,35,54,39,54,46,51,18,49,24,43,31,40,36,42,40,41,45,45,48,52,46,51,39,45,35,45,31,44,20,49,1,534
44,49,39,54,34,55,30,56,25,55,20,52,15,46,17,46,26,51,30,52,35,52,42,49,15,46,21,45,27,45,31,47,35,46,40,47,44,49,42,49,35,49,30,49,26,48,17,46,1,535
45,46,41,51,37,53,33,54,29,54,24,52,18,47,20,48,29,50,33,50,37,49,43,47,18,47,24,46,30,46,33,47,37,46,41,46,45,46,43,47,38,48,33,48,30,48,20,48,1,536
47,51,42,56,36,57,32,57,28,56,23,54,19,49,21,49,28,52,32,52,36,52,45,51,19,49,24,47,29,46,33,47,36,46,42,48,47,51,45,51,36,49,32,49,29,49,21,49,1,537
51,44,46,52,39,55,34,56,29,55,21,52,15,43,17,44,30,51,35,51,39,51,49,45,15,43,23,41,30,41,35,42,40,41,46,42,51,44,49,45,39,44,35,44,30,44,17,44,1,538
51,41,46,50,40,54,36,54,32,54,26,52,20,44,22,44,32,50,36,50,40,49,49,41,20,44,25,41,31,40,35,40,39,39,45,39,51,41,49,41,39,41,35,42,31,42,22,44,1,539
51,44,47,52,42,56,37,56,31,56,24,53,17,46,19,46,31,51,37,52,42,51,49,45,17,46,24,44,32,44,37,45,41,44,47,43,51,44,49,45,42,46,37,47,32,47,19,46,1,540
43,48,39,56,34,59,30,60,25,59,19,57,14,49,16,50,25,55,30,55,34,54,41,49,14,49,20,48,26,47,30,48,34,47,39,47,43,48,41,49,34,49,30,50,26,50,16,50,1,541
48,49,42,51,35,53,30,53,25,53,19,52,13,49,15,49,25,50,30,50,35,49,46,49,13,49,19,47,25,47,30,48,35,47,41,47,48,49,46,49,35,49,30,50,25,49,15,49,1,542
51,50,45,54,39,55,35,56,30,56,25,55,20,52,22,52,30,50,34,50,38,50,49,50,20,52,25,48,30,46,34,47,38,46,44,47,51,50,49,50,38,49,34,49,30,49,22,52,1,543
48,49,42,54,35,57,31,57,26,55,22,51,18,45,20,46,27,50,31,51,35,51,46,50,18,45,22,45,27,46,31,48,35,47,42,48,48,49,46,50,35,50,31,50,27,49,20,46,1,544
50,48,43,55,36,56,31,56,27,55,22,52,18,44,20,45,28,50,32,51,36,52,48,48,18,44,23,43,28,43,32,44,36,44,43,46,50,48,48,48,36,47,32,47,28,46,20,45,1,545
49,45,43,54,36,57,30,58,25,57,20,53,15,45,17,45,25,52,30,53,36,52,48,46,15,45,20,43,25,42,30,43,35,43,43,43,49,45,48,46,35,46,30,46,25,46,17,45,1,546
48,49,42,54,36,55,32,55,27,54,22,52,18,47,20,47,28,49,32,50,36,50,45,49,18,47,23,43,28,42,32,43,37,42,42,45,48,49,45,49,36,46,32,46,28,45,20,47,1,547
42,47,41,52,39,56,36,57,32,57,27,54,22,48,23,48,33,52,36,52,39,51,40,47,22,48,27,45,33,43,36,43,39,42,42,43,42,47,40,47,39,45,36,46,33,46,23,48,1,548
48,47,42,52,36,53,31,53,27,52,21,50,17,45,19,46,27,48,31,49,36,49,46,47,17,45,22,45,28,45,32,46,36,45,42,46,48,47,46,47,36,48,32,48,27,47,19,46,1,549
49,46,44,52,37,54,33,55,28,54,22,52,18,46,19,46,28,51,33,52,37,51,47,47,18,46,23,44,28,44,32,45,37,44,43,45,49,46,47,47,37,46,32,46,28,46,19,46,1,550
50,48,44,55,38,58,32,59,27,59,19,56,12,49,15,49,27,54,33,54,38,53,47,49,12,49,20,47,28,47,33,48,38,46,44,47,50,48,47,49,38,49,33,50,28,50,15,49,1,551
44,48,39,54,32,57,27,57,22,56,16,53,12,46,14,46,23,52,28,53,33,52,42,49,12,46,18,45,24,45,29,46,34,46,39,47,44,48,42,49,33,48,28,49,24,48,14,46,1,552
49,46,44,54,37,58,32,59,27,59,20,56,14,48,16,49,27,54,32,54,37,54,48,46,14,48,20,45,26,44,31,45,36,44,43,44,49,46,48,46,36,46,31,47,26,47,16,49,1,553
47,48,42,52,37,54,32,54,28,53,22,51,16,46,18,47,28,50,33,50,37,50,45,49,16,46,22,47,29,47,33,48,37,48,42,48,47,48,45,49,37,50,33,51,28,50,18,47,1,554
51,48,47,56,41,59,36,60,30,59,23,56,17,48,19,48,31,54,36,54,40,54,49,49,17,48,24,46,31,45,36,46,40,45,47,46,51,48,49,49,41,48,36,49,31,48,19,48,1,555
38,50,33,55,27,56,23,56,19,55,15,53,12,48,14,48,20,52,23,53,27,53,37,50,12,48,16,44,20,43,24,44,28,43,34,46,38,50,37,50,27,46,24,45,20,45,14,48,1,556
49,47,44,54,37,57,32,58,28,57,22,55,16,48,17,49,28,53,32,54,37,53,47,48,16,48,22,46,28,46,32,47,37,46,43,46,49,47,47,48,37,49,32,49,28,49,17,49,1,557
45,47,40,53,34,55,30,56,25,55,20,52,16,45,18,46,25,51,30,52,34,52,44,47,16,45,20,42,26,41,30,42,34,41,40,42,45,47,44,47,34,43,30,43,26,43,18,46,1,558
47,48,44,52,41,54,37,54,32,54,27,53,22,49,24,49,32,51,37,51,41,50,45,48,22,49,27,46,32,44,36,45,40,44,44,45,47,48,45,48,40,47,36,47,32,47,24,49,1,559
51,46,45,51,39,53,35,53,31,53,27,52,23,48,25,48,30,49,34,50,38,49,50,46,23,48,26,46,30,45,33,46,37,45,44,45,51,46,50,46,38,47,34,47,30,47,25,48,1,560
51,46,45,54,39,57,34,58,28,57,22,54,16,46,18,47,29,53,34,53,38,53,49,47,16,46,23,45,29,44,34,45,38,44,44,45,51,46,49,47,39,47,34,48,29,47,18,47,1,561
48,45,43,53,37,56,32,56,27,55,22,51,17,43,19,44,28,51,32,52,37,51,47,46,17,43,22,43,28,43,32,44,37,43,43,44,48,45,47,46,37,46,32,46,28,45,19,44,1,562
48,46,44,51,40,54,36,55,31,55,25,52,18,45,20,45,32,50,36,50,40,49,45,47,18,45,26,44,33,44,37,45,41,44,45,45,48,46,45,47,41,47,37,47,33,46,20,45,1,563
44,47,40,52,35,54,31,54,28,54,24,52,20,48,22,48,28,50,31,50,35,50,43,47,20,48,24,46,28,45,31,46,35,45,40,46,44,47,43,47,35,47,31,47,28,47,22,48,1,564
51,43,46,50,39,52,34,52,28,51,21,48,16,40,18,40,29,47,34,47,40,48,49,43,16,40,23,37,30,37,35,39,40,38,46,39,51,43,49,43,40,40,35,41,30,40,18,40,1,565
47,48,42,54,35,56,30,56,25,56,19,55,15,49,17,49,25,52,30,53,35,52,45,48,15,49,20,46,25,45,30,46,34,45,41,46,47,48,45,48,35,47,30,48,25,48,17,49,1,566
44,46,38,50,31,52,26,52,21,51,15,49,10,44,12,44,21,48,26,49,32,49,42,46,10,44,16,40,22,40,27,41,32,40,38,42,44,46,42,46,32,43,27,43,22,42,12,44,1,567
49,48,42,56,35,58,30,59,25,58,18,54,12,46,15,46,25,52,30,53,36,53,46,49,12,46,19,45,26,45,31,46,36,45,42,46,49,48,46,49,36,49,31,49,26,48,15,46,1,568
46,49,43,52,39,54,35,54,31,54,25,53,19,49,21,49,31,50,35,50,39,50,45,49,19,49,25,47,31,46,35,47,39,46,43,47,46,49,45,49,39,49,35,49,31,49,21,49,1,569
42,49,35,56,28,57,23,56,18,55,12,51,9,42,11,43,19,50,24,51,29,52,41,49,9,42,15,39,21,39,25,41,30,41,37,43,42,49,41,49,30,44,25,43,21,42,11,43,1,570
43,54,38,56,33,57,28,57,24,57,19,56,15,52,17,52,25,52,29,52,33,52,41,53,15,52,20,50,26,48,29,49,34,49,39,51,43,54,41,53,34,52,29,52,25,51,17,52,1,571
35,54,30,58,25,59,21,59,19,58,17,56,16,53,17,53,19,54,21,55,24,55,33,55,16,53,16,51,18,50,20,51,23,51,29,52,35,54,33,55,24,53,20,53,18,53,17,53,1,572
50,49,45,57,38,59,32,60,27,59,21,55,16,48,18,48,27,53,32,54,38,54,48,50,16,48,21,46,27,46,32,47,37,46,44,46,50,49,48,50,37,49,32,50,27,49,18,48,1,573
52,41,45,50,38,52,33,52,29,51,23,48,18,38,20,40,29,47,33,48,38,48,50,42,18,38,23,38,29,39,33,40,38,39,45,40,52,41,50,42,38,42,33,42,29,41,20,40,1,574
50,45,45,53,38,57,33,57,27,57,20,55,15,47,17,47,27,53,33,53,38,52,48,46,15,47,21,43,28,42,32,43,38,42,44,42,50,45,48,46,38,45,32,45,28,45,17,47,1,575
47,45,42,51,38,52,34,53,30,52,24,50,18,44,20,44,30,49,34,49,38,49,45,45,18,44,25,42,31,41,34,42,38,41,42,42,47,45,45,45,38,44,34,44,31,43,20,44,1,576
46,47,41,51,35,53,32,53,28,53,25,52,22,49,24,49,27,49,31,49,34,49,44,47,22,49,24,47,26,46,30,46,33,45,39,46,46,47,44,47,34,48,30,48,27,48,24,49,1,577
47,46,41,52,35,54,30,55,25,55,18,52,13,46,15,46,25,51,30,51,35,51,45,47,13,46,19,43,26,42,30,43,35,42,41,43,47,46,45,47,35,45,30,45,26,45,15,46,1,578
50,44,45,52,38,54,34,55,29,55,22,52,17,45,19,45,29,50,34,50,38,50,48,45,17,45,23,43,29,42,34,43,38,42,44,43,50,44,48,45,38,45,34,45,29,45,19,45,1,579
48,50,42,56,35,59,30,60,24,60,18,56,13,50,15,50,25,54,30,54,35,54,45,50,13,50,19,48,25,47,30,49,35,47,42,48,48,50,45,50,35,51,30,51,25,51,15,50,1,580
45,46,42,52,37,54,32,54,28,54,23,52,20,45,21,45,28,50,33,51,37,50,44,46,20,45,24,43,29,42,33,43,37,42,42,43,45,46,44,46,37,44,33,44,29,44,21,45,1,581
49,42,44,49,39,51,34,51,29,51,23,48,17,41,19,41,30,46,34,47,39,47,48,42,17,41,24,38,30,36,34,38,39,37,44,39,49,42,48,42,38,40,34,40,30,39,19,41,1,582
43,51,38,56,32,58,28,58,25,57,21,54,19,49,20,50,25,52,28,53,32,53,42,51,19,49,21,47,24,46,28,47,31,46,37,48,43,51,42,51,31,49,28,50,25,49,20,50,1,583
44,43,39,50,33,53,27,53,22,53,17,49,13,42,14,43,22,48,27,49,33,48,43,43,13,42,17,40,23,40,27,42,33,41,39,41,44,43,43,43,33,43,27,44,22,43,14,43,1,584
43,50,38,54,33,55,30,55,26,55,21,53,17,50,19,50,26,51,30,52,33,51,42,50,17,50,22,49,27,48,30,49,34,48,38,49,43,50,42,50,33,50,30,50,26,50,19,50,1,585
50,47,44,52,38,54,34,54,30,54,25,52,20,47,22,48,29,50,34,51,38,50,48,47,20,47,24,46,29,46,33,46,37,45,44,45,50,47,48,47,38,47,33,48,29,48,22,48,1,586
47,46,42,53,36,56,31,57,27,56,20,54,15,47,17,47,27,53,31,53,36,52,45,47,15,47,21,45,27,45,31,46,36,45,42,44,47,46,45,47,36,47,31,47,27,47,17,47,1,587
47,42,43,47,39,49,35,50,32,49,27,48,23,44,24,44,32,46,35,46,38,45,45,42,23,44,27,41,32,40,35,40,38,39,43,40,47,42,45,42,38,41,35,42,32,42,24,44,1,588
45,51,40,55,34,56,30,56,25,55,20,53,16,47,18,47,26,51,30,52,34,52,44,50,16,47,21,43,27,42,31,43,35,43,40,46,45,51,44,50,35,45,31,45,27,44,18,47,1,589
48,48,44,53,39,55,35,56,30,56,26,55,21,51,23,51,30,51,34,51,38,50,46,48,21,51,25,47,30,45,33,46,38,45,43,45,48,48,46,48,38,47,34,48,30,48,23,51,1,590
47,50,41,53,36,55,31,55,26,55,21,53,15,49,17,49,26,52,30,52,36,52,45,50,15,49,21,48,26,48,30,49,35,48,41,48,47,50,45,50,35,50,30,50,26,50,17,49,1,591
46,49,41,53,36,54,32,54,27,53,22,52,17,48,18,48,28,50,32,50,36,50,44,49,17,48,22,47,28,47,32,48,36,47,41,48,46,49,44,49,36,50,32,50,28,49,18,48,1,592
47,49,42,53,36,54,31,55,26,54,20,53,15,49,17,49,26,51,31,52,36,51,45,49,15,49,20,45,26,44,31,45,36,44,42,46,47,49,45,49,36,47,31,47,26,47,17,49,1,593
49,48,47,54,43,57,39,58,34,58,26,56,20,49,22,50,34,53,38,53,43,52,47,48,20,49,27,46,34,45,39,46,43,45,47,45,49,48,47,48,43,47,39,48,34,48,22,50,1,594
49,46,45,51,40,53,36,54,32,54,28,52,24,47,26,47,32,50,36,50,40,49,48,46,24,47,28,46,32,46,35,46,39,45,44,45,49,46,48,46,39,47,35,48,32,47,26,47,1,595
50,46,45,52,39,55,34,56,29,55,24,54,18,48,20,48,29,51,33,52,38,51,48,47,18,48,24,47,29,46,33,47,37,46,44,46,50,46,48,47,37,47,33,48,29,48,20,48,1,596
45,46,37,53,29,55,24,55,19,55,14,51,11,44,13,44,20,50,24,51,29,51,43,46,11,44,15,41,20,41,24,42,29,42,36,43,45,46,43,46,29,45,24,45,20,44,13,44,1,597
47,45,40,51,33,53,28,53,24,53,21,50,17,44,19,44,24,49,28,50,33,50,46,45,17,44,20,42,24,42,27,43,32,43,39,43,47,45,46,45,32,44,27,44,24,44,19,44,1,598
46,45,41,52,36,55,31,55,27,54,21,51,16,42,18,42,28,49,32,50,36,50,44,45,16,42,22,39,29,38,33,39,37,39,42,41,46,45,44,45,36,41,32,42,28,41,18,42,1,599
51,44,46,51,40,54,35,55,30,54,22,51,16,44,18,44,30,49,35,50,40,49,49,44,16,44,23,42,30,42,36,43,40,42,46,42,51,44,49,44,40,44,35,45,30,44,18,44,1,600
44,52,39,55,35,56,31,56,27,54,21,51,17,46,18,46,28,51,32,52,36,52,42,52,17,46,23,45,29,45,33,47,37,47,41,49,44,52,42,52,37,49,33,49,29,48,18,46,1,601
50,48,45,54,38,56,33,56,28,56,22,53,17,47,18,48,28,52,33,53,38,52,49,48,17,47,22,45,28,45,33,46,38,45,45,46,50,48,49,48,38,47,33,48,28,47,18,48,1,602
51,49,46,55,40,58,34,59,28,58,21,54,16,48,18,48,29,53,34,54,40,54,49,49,16,48,22,45,29,44,35,46,40,45,46,46,51,49,49,49,40,47,34,48,29,47,18,48,1,603
47,46,42,53,37,56,33,56,29,56,24,52,19,44,20,45,30,51,34,52,38,51,45,47,19,44,25,45,31,45,34,46,38,46,42,46,47,46,45,47,38,48,34,48,30,47,20,45,1,604
45,48,41,53,35,55,31,56,27,55,22,53,18,47,19,47,27,52,31,52,35,52,44,48,18,47,22,45,27,44,32,45,35,44,40,45,45,48,44,48,35,47,31,47,27,47,19,47,1,605
49,47,41,55,33,57,27,57,23,56,19,52,16,44,19,45,23,51,27,53,32,53,47,47,16,44,19,43,23,43,26,44,31,44,40,45,49,47,47,47,31,46,26,47,23,46,19,45,1,606
47,47,41,54,35,57,30,57,25,57,18,53,13,45,15,46,25,52,30,53,35,52,45,47,13,45,19,43,26,43,31,45,35,44,41,45,47,47,45,47,35,46,30,47,26,46,15,46,1,607
48,42,42,47,36,50,31,50,26,50,20,48,16,44,18,44,25,47,30,47,36,46,46,42,16,44,20,40,25,39,30,40,35,39,42,39,48,42,46,42,35,41,30,42,25,42,18,44,1,608
49,51,43,54,37,55,33,55,28,55,23,53,18,49,20,50,29,50,33,51,37,51,47,51,18,49,24,48,29,47,33,49,37,48,43,49,49,51,47,51,37,50,33,50,29,50,20,50,1,609
48,43,43,48,38,50,33,50,28,50,21,48,15,43,16,43,28,46,33,47,38,46,46,44,15,43,22,41,29,41,34,42,38,41,43,42,48,43,46,44,38,44,34,44,29,43,16,43,1,610
50,48,45,56,38,60,33,60,27,59,21,54,15,44,17,45,28,54,33,55,38,55,48,49,15,44,22,45,30,46,34,47,39,47,45,47,50,48,48,49,39,49,34,50,29,48,17,45,1,611
49,45,44,52,38,55,33,55,28,55,21,52,15,45,17,46,28,51,33,52,38,51,47,46,15,45,22,43,28,43,33,43,38,43,44,43,49,45,47,46,38,45,33,46,28,45,17,46,1,612
45,45,41,51,36,54,32,55,28,55,23,53,18,47,20,48,29,51,32,51,36,50,44,46,18,47,24,46,29,45,32,46,36,45,41,45,45,45,44,46,36,47,32,48,29,48,20,48,1,613
39,52,35,56,30,57,25,57,22,56,17,54,14,49,15,50,22,53,26,54,30,53,38,52,14,49,18,48,23,47,26,48,30,48,35,49,39,52,38,52,30,50,26,50,23,49,15,50,1,614
48,46,42,52,34,55,29,55,23,53,19,50,15,43,17,43,24,49,29,50,34,50,46,46,15,43,19,41,24,42,29,43,34,42,41,43,48,46,46,46,34,46,29,46,24,45,17,43,1,615
50,44,46,51,42,55,38,56,33,56,27,53,22,47,24,47,33,51,37,51,41,50,48,45,22,47,27,45,32,44,36,44,40,43,45,43,50,44,48,45,40,46,37,47,33,47,24,47,1,616
48,44,43,49,38,52,34,52,29,52,23,49,18,43,19,44,30,48,34,48,38,48,46,44,18,43,24,41,30,40,34,41,38,40,44,41,48,44,46,44,38,44,34,44,30,43,19,44,1,617
46,50,42,55,36,57,31,58,26,58,21,57,17,52,18,52,26,52,31,52,36,52,44,50,17,52,21,48,26,47,30,47,35,46,41,47,46,50,44,50,35,50,30,50,26,50,18,52,1,618
45,47,42,51,38,52,35,52,31,52,26,50,21,46,22,46,31,48,35,49,38,48,44,47,21,46,26,45,31,45,35,46,38,45,41,46,45,47,44,47,38,47,35,48,31,47,22,46,1,619
48,43,42,50,35,53,31,53,27,52,23,48,20,40,21,42,28,48,32,49,35,49,46,43,20,40,24,41,28,41,32,42,35,42,41,42,48,43,46,43,35,44,32,44,28,43,21,42,1,620
47,51,43,55,37,56,32,57,28,57,23,56,18,52,20,52,28,53,32,53,37,52,46,51,18,52,23,50,28,49,32,50,36,49,42,49,47,51,46,51,37,51,32,52,28,51,20,52,1,621
46,42,41,45,36,47,32,47,28,47,24,45,19,42,21,42,28,43,32,43,36,43,44,42,19,42,24,39,28,37,32,38,35,37,41,39,46,42,44,42,35,40,32,41,28,40,21,42,1,622
48,50,43,55,38,57,34,57,29,57,23,55,18,50,20,50,29,52,33,53,38,52,46,50,18,50,23,49,29,49,33,50,37,49,43,49,48,50,46,50,38,51,33,52,29,51,20,50,1,623
48,46,42,52,36,54,31,54,26,54,19,51,14,44,16,44,27,50,31,50,36,50,46,46,14,44,20,40,27,38,32,39,36,39,42,41,48,46,46,46,36,42,32,42,27,41,16,44,1,624
47,46,42,53,36,57,31,57,26,57,21,54,17,47,18,47,26,52,31,53,35,52,45,46,17,47,21,42,27,41,30,42,35,41,42,42,47,46,45,46,35,44,30,44,26,44,18,47,1,625
44,50,39,55,33,57,29,57,24,56,20,53,16,46,18,47,25,51,30,52,34,52,42,50,16,46,21,44,26,44,30,45,35,45,40,47,44,50,42,50,34,47,30,47,26,46,18,47,1,626
44,48,38,52,32,53,28,53,25,53,20,50,16,46,18,46,25,48,29,49,33,49,42,48,16,46,21,44,26,43,30,45,33,44,38,46,44,48,42,48,33,48,29,48,26,47,18,46,1,627
49,47,44,56,36,59,31,59,26,58,20,54,16,45,18,45,26,53,31,54,36,54,48,47,16,45,21,42,26,42,31,43,36,42,43,43,49,47,48,47,36,45,31,45,26,45,18,45,1,628
48,47,41,55,33,57,27,58,22,57,16,55,11,48,13,48,22,52,27,52,33,52,45,48,11,48,17,45,23,44,28,45,33,44,40,46,48,47,45,48,33,48,28,48,23,47,13,48,1,629
46,47,40,51,34,53,30,53,26,52,22,50,18,46,20,46,26,48,30,49,34,48,44,47,18,46,22,44,27,44,30,45,34,44,40,45,46,47,44,47,34,48,30,48,27,47,20,46,1,630
52,44,48,52,43,55,38,56,33,56,26,54,21,46,23,46,32,51,37,52,42,51,51,44,21,46,26,43,32,41,37,42,42,41,48,41,52,44,51,44,42,44,37,44,32,44,23,46,1,631
47,50,44,53,40,54,36,54,33,54,27,53,22,50,24,50,33,50,36,50,40,49,45,49,22,50,28,46,33,43,37,44,40,43,44,45,47,50,45,49,40,46,36,46,33,46,24,50,1,632
48,45,43,53,36,56,31,57,26,56,19,52,13,42,15,44,27,52,32,53,36,52,47,45,13,42,20,43,27,44,32,45,37,44,43,44,48,45,47,45,37,46,32,46,27,45,15,44,1,633
48,46,43,52,38,55,33,56,29,55,23,53,18,48,20,48,28,51,33,51,38,50,46,46,18,48,23,45,28,44,32,44,37,43,42,44,48,46,46,46,37,45,32,46,28,46,20,48,1,634
47,48,42,53,36,54,31,54,27,54,23,52,19,47,21,48,28,50,31,50,36,50,45,49,19,47,23,47,28,46,31,47,36,47,41,47,47,48,45,49,35,49,31,49,28,49,21,48,1,635
45,47,40,53,35,56,31,56,28,56,24,54,20,48,21,48,28,52,31,52,35,52,43,48,20,48,24,46,28,45,31,46,35,45,40,46,45,47,43,48,35,47,31,47,28,47,21,48,1,636
47,43,42,50,35,53,30,54,26,54,19,50,14,42,15,43,26,50,30,50,35,50,46,44,14,42,20,43,26,43,30,44,35,43,42,43,47,43,46,44,35,45,30,45,26,45,15,43,1,637
44,45,40,50,36,52,33,53,29,53,23,50,16,44,18,45,30,48,33,48,37,47,42,46,16,44,24,44,31,44,34,45,37,44,40,44,44,45,42,46,37,47,34,47,30,47,18,45,1,638
44,52,40,56,35,57,31,57,27,57,21,54,16,50,18,50,28,53,32,53,35,53,42,53,16,50,23,49,29,49,33,50,36,50,40,51,44,52,42,53,36,53,32,53,28,52,18,50,1,639
51,45,46,52,41,56,36,56,32,56,24,53,17,46,19,46,32,52,37,52,41,51,49,46,17,46,25,45,33,44,38,45,42,45,47,45,51,45,49,46,42,47,37,48,33,47,19,46,1,640
46,49,40,55,35,57,31,57,26,56,21,53,17,47,19,47,27,50,31,51,35,51,44,49,17,47,22,45,27,44,31,46,35,45,41,47,46,49,44,49,35,48,31,48,27,47,19,47,1,641
